,cost_for_two,cuisines,locality,rating,rest_name,votes
585,600,"['Chinese', 'Continental', 'North Indian', 'Mughlai', 'Steak']",Cunningham Road,4.3,Shezan                                     ,568
586,800,"['Andhra', 'North Indian', 'Chinese', 'Seafood']",Bannerghatta Road,3.8,Ambara Gardenia                                     ,299
587,250,"['Biryani', 'North Indian', 'Chinese']",Electronic City,3.7,Khan's Biriyani                                     ,63
588,700,['Thai'],HSR,4.3,Soi Siam                                     ,90
589,350,"['North Indian', 'Chinese', 'Beverages']",Jeevan Bhima Nagar,4.3,Homelike                                     ,41
590,"1,100","['Chinese', 'Thai', 'Seafood', 'North Indian', 'Momos']",JP Nagar,4.2,The Coastal Crew by Fujian on 24th                                     ,1136
591,800,"['Biryani', 'North Indian', 'South Indian', 'Chinese', 'Seafood', 'Desserts', 'Beverages']",HSR,4,Aasife & Brothers Biriyani Centre                                     ,423
592,250,"['Asian', 'Chinese']",BTM,3.8,Noodle Cloud                                     ,65
593,250,"['Asian', 'Chinese']",BTM,3.8,Noodle Cloud                                     ,65
594,"1,000","['Continental', 'Chinese']","Ascendas Park Square, Whitefield",3.9,Amoeba Sports Bar                                     ,672
595,300,"['Ice Cream', 'Desserts']",Koramangala 5th Block,4.5,Falooda Nation                                     ,29
596,250,"['Desserts', 'Ice Cream', 'Beverages']",Commercial Street,4.4,Hashtag                                     ,77
597,700,"['North Indian', 'Asian', 'Fast Food', 'Street Food']",Malleshwaram,4.2,#54 Gully Kitchen                                     ,76
598,"1,000","['Cafe', 'Continental', 'Italian']",Indiranagar,4.3,Cafe Botaniq                                     ,123
599,300,"['Desserts', 'Beverages']",BTM,4,Big Bang Waffles                                     ,103
600,"1,100","['Seafood', 'Mangalorean']",Indiranagar,4.3,Maravanthe                                     ,994
601,300,"['Ice Cream', 'Beverages']",BTM,4.1,Ice Lover                                     ,120
602,400,['Biryani'],Whitefield,4.1,New Nati Style Donne Biryani                                     ,190
603,300,['North Indian'],Rajarajeshwari Nagar,3.7,Raj Mess                                     ,22
604,200,"['Beverages', 'Ice Cream', 'Sandwich', 'Desserts', 'Fast Food']",Electronic City,3.7,Lassi Corner                                     ,77
605,500,"['Biryani', 'South Indian', 'Fast Food']",Marathahalli,4,Chickpet Donne Biryani House                                     ,187
606,500,"['Cafe', 'Bakery']",Nagarbhavi,4.1,Bake Ur Wish                                     ,360
607,300,"['Fast Food', 'Rolls']",Indiranagar,3.8,Rollistan                                     ,43
608,900,"['Biryani', 'North Indian']",Jeevan Bhima Nagar,4.2,The Biryani Story                                     ,54
609,450,['North Indian'],HSR,4.4,Mumbai Tiffin                                     ,1489
610,"2,100","['European', 'Italian', 'Seafood', 'Continental']",Lavelle Road,4,Sunny's                                     ,1441
611,"1,000","['North Indian', 'Chinese']",Rajarajeshwari Nagar,3.8,Paakashala                                     ,773
612,"1,000","['North Indian', 'Mangalorean', 'Chinese', 'Thai', 'Continental']",Hebbal,3.9,Saaga - The Royale Senate Hotel                                     ,539
613,400,"['Burger', 'Pizza', 'Fast Food', 'Hot dogs', 'Wraps']",Koramangala 1st Block,4.3,SO-BUR                                     ,234
614,250,"['Fast Food', 'Street Food', 'Beverages']",Jayanagar,4.3,Hari Super Sandwich                                     ,1898
615,300,"['Coffee', 'Beverages']",Basavanagudi,4.5,Slay Coffee                                     ,48
616,400,"['Desserts', 'Ice Cream']",Kalyan Nagar,4.2,Polar Bear                                     ,282
617,300,"['Mangalorean', 'North Indian', 'Chinese', 'Biryani', 'Fast Food']",JP Nagar,3.6,Home Bowl Co.                                     ,76
618,"1,000","['North Indian', 'Kebab', 'Beverages']",Whitefield,4.1,Naan Stop                                     ,192
619,800,"['Italian', 'Fast Food']",New BEL Road,4.1,Burp                                     ,745
620,"1,500","['Modern Indian', 'North Indian', 'Awadhi']","VR Bengaluru, Whitefield",4.4,Maziga                                     ,648
621,250,"['Rolls', 'Fast Food', 'Beverages']",Yeshwantpur,3.3,Blancas                                     ,5
622,500,['Fast Food'],Marathahalli,3.1,Hot Cross Bun                                     ,15
623,400,['South Indian'],Rajajinagar,4.3,Hotel Nalapaka                                     ,835
624,300,"['Ice Cream', 'Desserts', 'Beverages']",Marathahalli,4.1,Cream Stone                                     ,639
625,350,['Chinese'],Domlur,4.1,Desi China                                     ,25
626,600,"['North Indian', 'Chinese', 'Biryani']",Electronic City,3.7,Mamaji's                                     ,498
627,200,"['Fast Food', 'Beverages', 'Desserts']",Jayanagar,4,Hometown Cafe                                     ,97
628,800,"['South Indian', 'North Indian', 'Biryani', 'Fast Food', 'Chinese', 'Continental', 'Desserts']",Rajajinagar,4.2,The Higher Taste                                     ,966
629,"1,200","['Vietnamese', 'Thai', 'Burmese', 'Japanese']","Mantri Square, Malleshwaram",4.4,The Asian Curry House                                     ,1106
630,300,['North Indian'],JP Nagar,4.3,Amritsari Kulcha Land                                     ,376
631,300,"['Bakery', 'Desserts']",BTM,4.2,Amma's Pastries                                     ,533
632,400,"['North Indian', 'South Indian', 'Fast Food', 'Juices']",Jayanagar,4.1,Maiyas                                     ,1856
633,450,"['Andhra', 'North Indian']",Malleshwaram,3.8,Yashodamma Military Hotel                                     ,59
634,600,"['Cafe', 'Fast Food', 'Beverages']",Kalyan Nagar,4,Writer's Cafe                                     ,226
635,"1,100","['American', 'Continental', 'Steak']",Vasanth Nagar,4.4,Millers 46                                     ,2388
636,"2,500","['Italian', 'Mediterranean']","Conrad Bengaluru, Ulsoor",4.2,Tiamo - Conrad Bengaluru                                     ,232
637,500,"['North Indian', 'Chinese', 'Fast Food', 'Mughlai']",BTM,4,Spicy Platter                                     ,85
638,450,"['North Indian', 'Mughlai']",Jeevan Bhima Nagar,4,Sardaar Ka Chulla                                     ,53
639,"1,500","['North Indian', 'Chinese', 'Continental']","Goldfinch Hotel, Seshadripuram",4.2,The Kabab Studio - Goldfinch Hotel                                     ,452
640,500,['Desserts'],Brigade Road,4.7,Belgian Waffle Factory                                     ,2079
641,400,"['Ice Cream', 'Desserts']",Indiranagar,4.7,Milano Ice Cream                                     ,2515
642,600,"['Cafe', 'Continental', 'Italian', 'Beverages', 'Desserts']",Sarjapur Road,4.2,Zoey's                                     ,993
643,300,"['Desserts', 'Beverages', 'Ice Cream']",BTM,4.2,Waffle's & Shake's                                     ,178
644,"1,400","['North Indian', 'BBQ', 'Mughlai']",Indiranagar,3.9,Peacock                                     ,957
645,350,"['Fast Food', 'Street Food', 'Chinese', 'North Indian']",St. Marks Road,3.8,Rajhans                                     ,63
646,800,"['Asian', 'Nepalese', 'Momos']",Koramangala 5th Block,4.3,Bamey's Restro Cafe                                     ,816
647,400,"['North Indian', 'Chinese', 'Biryani', 'Beverages']",BTM,3.8,Knight Ryders                                     ,324
648,350,['South Indian'],Basavanagudi,4,Bharjari Oota                                     ,228
649,"2,500","['North Indian', 'Mughlai', 'Lucknowi']","Radisson Blu, Marathahalli",4.5,Saffron - Radisson Blu                                     ,728
650,200,"['Desserts', 'Mithai']",Jayanagar,3.9,Mishra's Pedha Big Foods                                     ,71
651,500,['Burger'],Electronic City,4.2,Al Amanah 24/7                                     ,103
652,600,"['Cafe', 'Continental', 'Fast Food', 'Salad', 'Beverages']",Koramangala 4th Block,4.2,Dialogues                                     ,375
653,650,"['Andhra', 'Biryani', 'North Indian']",Jeevan Bhima Nagar,4,The Biryanis                                     ,497
654,300,"['South Indian', 'North Indian']",Koramangala 4th Block,3.8,The Pulao Bowl                                     ,16
655,400,"['Ice Cream', 'Desserts']",Whitefield,4.3,Cold Stone Creamery                                     ,634
656,"1,500","['North Indian', 'Mughlai', 'Beverages']","Phoenix Market City Mall, Whitefield",4.2,Punjab Bistro                                     ,239
657,800,"['North Indian', 'Chinese']",Kanakapura Road,4.1,Holiday Village                                     ,474
658,400,['North Indian'],Bellandur,3.8,Tumbites                                     ,184
659,300,"['North Indian', 'Chinese']",Rajarajeshwari Nagar,3.4,Swadisht Tadka                                     ,14
660,"1,100",['North Indian'],Indiranagar,3.8,Oye Amritsar                                     ,1709
661,300,['Chinese'],HSR,4.1,Wok in China                                     ,24
662,400,"['Ice Cream', 'Desserts', 'Beverages']",Residency Road,4.4,Art of Delight                                     ,2047
663,300,"['Kerala', 'North Indian', 'Chinese']",Ulsoor,3.6,New Alameen Restaurant                                     ,119
664,900,"['Cafe', 'Italian']",Jayanagar,4.2,Alchemy Coffee Roasters                                     ,937
665,300,"['Fast Food', 'Tea', 'Beverages']",St. Marks Road,3.8,Persian Tea Cafe                                     ,25
666,"1,400","['Seafood', 'Mangalorean', 'North Indian', 'Chinese']",Church Street,4.2,Anupam's Coast II Coast                                     ,938
667,"2,100","['Continental', 'Beverages']",International Airport,4.2,Windmills Craftworks                                     ,166
668,200,"['Ice Cream', 'Desserts']",Indiranagar,4.5,Natural Ice Cream                                     ,1132
669,"1,700","['Continental', 'North Indian', 'South Indian', 'Italian', 'Salad', 'Kebab', 'Beverages', 'Desserts']",Race Course Road,4.4,Atlas World Cafe - Vividus Hotel                                     ,124
670,"2,000","['North Indian', 'Continental', 'Asian']",ITC Windsor,4.2,The Raj Pavilion - ITC Windsor                                     ,413
671,800,"['Cafe', 'Healthy Food', 'Pizza', 'Beverages']",Koramangala 4th Block,4.2,Enerjuvate Studio & Cafe                                     ,619
672,450,"['North Indian', 'Chinese']",Rajarajeshwari Nagar,3.9,Tim Tim Kitchen                                     ,117
673,300,['Desserts'],Sahakara Nagar,4,Cake Delight                                     ,66
674,"1,500","['Steak', 'Continental', 'Italian', 'American', 'Seafood']",Kammanahalli,4.3,Connie's Restaurant & Steakhouse                                     ,1563
675,800,"['Cafe', 'Continental', 'Italian', 'Burger']",Koramangala 5th Block,4.3,Hungry Hippie                                     ,1857
676,700,"['Continental', 'Burger', 'Cafe', 'Italian', 'Chinese']",Nagarbhavi,4.2,Le Terrace Café                                     ,700
677,"1,550","['Finger Food', 'Continental']",Church Street,4.2,Easy Tiger                                     ,2567
678,400,"['Desserts', 'Beverages']",Koramangala 5th Block,4.4,Candy Cloud Factory                                     ,174
679,400,"['North Indian', 'Biryani', 'Mughlai']",HSR,4,Zero Mile Punjab                                     ,1473
680,500,"['North Indian', 'Chinese', 'South Indian', 'Ice Cream']",Basavanagudi,4,Roti Ghar                                     ,871
681,500,"['Mangalorean', 'North Indian', 'Chinese', 'South Indian']",Basaveshwara Nagar,3.7,Mangalore Lunch Home                                     ,31
682,400,"['Bengali', 'North Indian']",Hebbal,4.1,Park Street Restaurant                                     ,159
683,550,"['North Indian', 'BBQ', 'Kebab', 'Rolls']",Jayanagar,4,Moghul Durbar Restaurant                                     ,506
684,300,"['Ice Cream', 'Beverages']",Church Street,3.8,Dumont                                     ,34
685,"3,200",['Vietnamese'],"The Taj West End, Race Course Road",4.3,Blue Ginger - The Taj West End                                     ,557
686,200,"['Street Food', 'Fast Food', 'Beverages']","Varthur Main Road, Whitefield",4,Chaatimes                                     ,20
687,"1,500","['Italian', 'Mediterranean', 'Arabian', 'European', 'Desserts']",La Marvella Hotel,4.5,Via Milano                                     ,42
688,"1,200","['Healthy Food', 'Mediterranean', 'Desserts', 'Italian', 'Pizza', 'Salad', 'Kebab']",UB City,4.4,Fava                                     ,2202
689,600,"['Continental', 'American', 'Italian']",Infantry Road,4.2,Burnout Cafe                                     ,192
